"genes"	"logFC"	"logCPM"	"LR"	"PValue"	"FDR"	"unique"
"hsa-miR-137-3p"	-0.187101654372837	9.4430145788366	0.55945181844961	0.454481197579072	0.701826192508164	FALSE
"hsa-miR-450b-5p"	-0.338541634232433	2.20676487555583	0.553041794799958	0.457077475197448	0.703948197095535	FALSE
"hsa-miR-15b-5p"	-0.164038160236757	9.31246815325059	0.54847940141466	0.458939676329959	0.704931342842817	FALSE
"hsa-miR-628-3p"	0.144476804768131	5.82081568340692	0.529863606236222	0.466664207890798	0.714889850385904	FALSE
"hsa-miR-1248"	0.21505764868195	11.7648803259338	0.526708298045605	0.467994056435042	0.715025401874228	FALSE
"hsa-miR-5699-5p"	-0.371508571549097	0.845114217427576	0.518369774553193	0.471537919374956	0.718533972380886	FALSE
"hsa-miR-369-3p"	0.174292041144608	6.86040828613996	0.509104540713904	0.475526750679926	0.721227164801486	FALSE
"hsa-miR-2682-5p"	0.218457256770987	3.23314425443156	0.507506991427231	0.476220056442114	0.721227164801486	FALSE
"hsa-miR-487b-5p"	0.225190688493258	2.39441940557265	0.503809184986586	0.477831163999295	0.721227164801486	FALSE
"hsa-miR-127-3p"	0.155269464205132	10.9788703044699	0.502705285656734	0.478313848878763	0.721227164801486	FALSE
"hsa-miR-106b-3p"	0.165854679835735	5.11555018672426	0.495816234078316	0.481344223692527	0.723772632343566	FALSE
"hsa-miR-128-1-5p"	0.235179492861151	1.38451693740143	0.493173489892706	0.482515088229044	0.723772632343566	FALSE
"hsa-miR-7-1-3p"	-0.160231599685813	3.89058570529946	0.489593951443877	0.484108489319992	0.724183708145608	FALSE
"hsa-miR-129-2-3p"	-0.465396162124042	0.677078354600835	0.484686476030314	0.486307169124746	0.724183708145608	TRUE
"hsa-miR-25-5p"	0.228947208252759	2.72728587114962	0.481547245537284	0.487722312626824	0.724183708145608	FALSE
"hsa-miR-2355-3p"	-0.175129268955154	2.76111177966613	0.481335101085322	0.487818192292528	0.724183708145608	FALSE
"hsa-miR-6747-3p"	0.222444720093033	1.44940641217252	0.476327002303998	0.490090761037419	0.725687090893453	FALSE
"hsa-miR-301b-3p"	-0.190791434597933	2.05753131866543	0.464310928910029	0.495616116423074	0.731986879640233	FALSE
"hsa-miR-487b-3p"	0.145549334400926	7.72552104581182	0.458287839559377	0.498425242524488	0.733009344397907	FALSE
"hsa-miR-3173-5p"	0.258543389404659	1.57852241641942	0.454787549223179	0.500070148239468	0.733009344397907	FALSE
"hsa-miR-200a-3p"	-0.194651952982522	2.07705353486728	0.454668686850809	0.500126167271488	0.733009344397907	FALSE
"hsa-miR-148b-5p"	-0.204642112368358	2.75967819737971	0.44499172738142	0.504722948972941	0.737869082762471	FALSE
"hsa-miR-887-5p"	-0.190907169937505	1.74511540450946	0.432146950270131	0.510937348577853	0.743838978687909	FALSE
"hsa-miR-769-3p"	0.146852944156924	4.51107657978298	0.423964239006994	0.51496556495013	0.743838978687909	FALSE
"hsa-miR-194-5p"	0.144053855197739	6.36534898544886	0.423705192850377	0.515093991384027	0.743838978687909	FALSE
"hsa-miR-126-5p"	0.138741811717683	5.91049644990165	0.421090938143233	0.516393188736495	0.743838978687909	FALSE
"hsa-miR-140-3p"	-0.109023412336841	9.28388941762004	0.415920370721864	0.518979751544636	0.743838978687909	FALSE
"hsa-miR-495-5p"	0.203485657028213	3.4231195295338	0.414166753589917	0.519862166303728	0.743838978687909	FALSE
"hsa-miR-29b-2-5p"	-0.143450919459069	5.83250965112347	0.414036320934954	0.51992790513434	0.743838978687909	FALSE
"hsa-miR-1307-5p"	-0.155631419193826	6.33635903914133	0.411024825542441	0.52144980222261	0.743838978687909	FALSE
"hsa-miR-151a-3p"	0.106480720383949	11.2623210872367	0.409425777054025	0.522261102191835	0.743838978687909	FALSE
"hsa-miR-190a-5p"	-0.129510395574665	8.32275302899617	0.407279849803174	0.523353384993267	0.743838978687909	FALSE
"hsa-miR-340-3p"	-0.210895676314533	2.16170868272241	0.405908470668004	0.524053543612847	0.743838978687909	FALSE
"hsa-miR-1301-3p"	0.133623329207218	5.75847087703356	0.40523011298713	0.524400494560427	0.743838978687909	FALSE
"hsa-miR-770-5p"	0.297909664470666	0.91470375929989	0.402901571887632	0.525594556121491	0.743838978687909	FALSE
"hsa-miR-342-5p"	0.178155933936122	2.91112603715709	0.399846016294354	0.52716879116538	0.744238293409949	FALSE
"hsa-miR-132-3p"	0.147850778348852	6.83295924832337	0.39672243960505	0.528786798417692	0.744697300461101	FALSE
"hsa-miR-28-3p"	-0.10925078696259	9.51284480222749	0.387977150810215	0.533364618116715	0.747046578929935	FALSE
"hsa-miR-152-3p"	0.0976705596776059	11.469601213957	0.386369773851424	0.53421380185742	0.747046578929935	FALSE
"hsa-miR-214-5p"	-0.207350172350778	2.70358296700145	0.386120304750625	0.534345816873495	0.747046578929935	FALSE
"hsa-miR-199b-5p"	-0.648217452942227	3.32308857711254	0.383595770883735	0.53568509534557	0.747105605130868	FALSE
"hsa-miR-618"	0.333141033790788	0.580863143349087	0.379870237438922	0.537672691249501	0.748066353042783	TRUE
"hsa-miR-16-1-3p"	-0.213166186821843	1.56292453195228	0.372915062725154	0.541419581160795	0.749230403323859	FALSE
"hsa-miR-1306-3p"	-0.228798466691702	0.825257914612398	0.372251237690099	0.5417797007453	0.749230403323859	FALSE
"hsa-miR-411-3p"	0.218674263310599	2.47043607513875	0.371088399583236	0.542411594073002	0.749230403323859	FALSE
"hsa-miR-544a"	-0.322815655012837	0.544741238334563	0.366370118040264	0.544989543810372	0.750990376159747	TRUE
"hsa-miR-433-5p"	-0.275327241967535	1.05740741805454	0.363444605858665	0.546599385464384	0.751411088371087	TRUE
"hsa-miR-409-5p"	0.132072105666967	6.6840727024369	0.355476049741863	0.551029520407706	0.755697627987711	FALSE
"hsa-miR-598-3p"	-0.143542477459584	6.43024517255927	0.350977421345767	0.553560356402094	0.757365238212841	FALSE
"hsa-miR-582-5p"	-0.193700086398021	3.3304212879751	0.345908724819255	0.556438289152113	0.759498707468288	FALSE
"hsa-miR-654-3p"	-0.146851012173157	9.02478164758076	0.338848245205035	0.560494792208869	0.763226951092928	FALSE
"hsa-miR-494-3p"	0.115660051194327	8.79223180020938	0.326804821623043	0.56754660971993	0.771006715091226	FALSE
"hsa-miR-222-3p"	0.0904401463113882	11.6839019553742	0.323859973361664	0.569297124132448	0.771565043530094	FALSE
"hsa-miR-625-5p"	-0.10474759543502	5.77142740160486	0.31652694609404	0.573702336932242	0.775710202049228	FALSE
"hsa-miR-766-5p"	-0.337566399053989	0.448813564795972	0.3103835330495	0.577444929472372	0.776189292137732	TRUE
"hsa-miR-130b-5p"	-0.163068109519665	4.28230254043919	0.309338373788149	0.578086469639306	0.776189292137732	FALSE
"hsa-let-7i-5p"	0.0927081578994879	14.6234971633787	0.309317467950677	0.578099316540082	0.776189292137732	FALSE
"hsa-miR-17-3p"	-0.16848610852961	3.25951718367333	0.30647446724546	0.579851694184089	0.776731571744268	FALSE
"hsa-miR-539-3p"	0.189590791367098	3.91132292347419	0.301497550052654	0.582945111038098	0.779063535865301	FALSE
"hsa-miR-542-3p"	0.148232908136088	5.14020317778312	0.298134095375929	0.585054546745037	0.780072728993383	FALSE
"hsa-miR-454-3p"	-0.102677316828278	8.87755453862541	0.28708214289183	0.592096457824793	0.787638706020971	FALSE
"hsa-miR-887-3p"	-0.110852241107478	4.99657898676031	0.266510660799122	0.605682113593518	0.801797793614962	FALSE
"hsa-miR-337-3p"	0.13465038933153	5.10063977543391	0.265370455539181	0.606454354599835	0.801797793614962	FALSE
"hsa-miR-1277-3p"	-0.207680267083316	1.20698164957461	0.26468975051706	0.606916385444658	0.801797793614962	FALSE
"hsa-miR-361-5p"	-0.0865272638378302	10.0827469898235	0.262017586415482	0.608737421972582	0.802363283881481	FALSE
"hsa-miR-185-5p"	-0.0903558637314485	9.33137990091261	0.256882761033296	0.612269873634875	0.803714570993516	FALSE
"hsa-miR-377-5p"	0.169506664643368	2.75631085742854	0.25605750648299	0.61284173134381	0.803714570993516	FALSE
"hsa-miR-339-5p"	-0.130125810290792	7.86764488854801	0.25446486120148	0.613948630620047	0.803714570993516	FALSE
"hsa-miR-23c"	0.173513555808391	0.952281968352066	0.252056127275045	0.61563100177682	0.804089471708499	FALSE
"hsa-miR-34c-3p"	-0.217733918516334	1.94068632588621	0.241174322175892	0.623359241063396	0.809088806143512	FALSE
"hsa-miR-134-3p"	0.340062836903051	0.316670304174301	0.241095614010746	0.623415922123691	0.809088806143512	TRUE
"hsa-miR-425-3p"	0.110865784455458	5.74557109559061	0.240284091882458	0.624001003919968	0.809088806143512	FALSE
"hsa-miR-374b-3p"	-0.151822378686289	3.51389501597108	0.238795686699126	0.625077289468512	0.809088806143512	FALSE
"hsa-miR-376a-2-5p"	0.193250196891697	2.5843656059815	0.22439276851086	0.635713041441492	0.816709997979029	FALSE
"hsa-miR-4677-3p"	-0.108625621277086	3.11389113829326	0.222569259937548	0.637089205864393	0.816709997979029	FALSE
"hsa-miR-545-5p"	-0.171810659738123	1.43434516973213	0.222288716231088	0.637301537686839	0.816709997979029	FALSE
"hsa-miR-186-3p"	0.136752999594868	2.16014453893553	0.221695777427771	0.637750847748161	0.816709997979029	FALSE
"hsa-miR-92b-3p"	0.0979247764711724	4.97813246767275	0.221187680782871	0.638136451529149	0.816709997979029	FALSE
"hsa-miR-7-5p"	0.113364310666368	10.4255266025521	0.219432605159454	0.639472585223163	0.816709997979029	FALSE
"hsa-miR-6513-3p"	-0.200195609741776	0.918698654967369	0.216213726286186	0.64194013776586	0.818047609188352	FALSE
"hsa-miR-22-5p"	-0.0880065830047471	7.27570865625072	0.203197988479054	0.652151810934625	0.829226143704953	FALSE
"hsa-miR-26b-5p"	-0.0688815966538121	12.9086122672164	0.194884362648054	0.658882119409594	0.835465715077336	FALSE
"hsa-miR-22-3p"	-0.0765050665629592	11.5239595932672	0.193572311994672	0.65995989645866	0.835465715077336	FALSE
"hsa-miR-1843"	0.0995262755325144	3.67687636656336	0.188400409216889	0.664251290776388	0.838710092735889	FALSE
"hsa-miR-329-5p"	0.132806599964424	3.93300240575623	0.18636840383123	0.665956509151356	0.838710092735889	FALSE
"hsa-miR-145-5p"	0.0742741939916126	11.1900784260409	0.185260356270646	0.666891011237912	0.838710092735889	FALSE
"hsa-miR-548j-5p"	0.139024363599537	1.36348420351619	0.176794662928041	0.674142451592322	0.84598268435115	FALSE
"hsa-miR-942-5p"	-0.128791397581	3.16354051831978	0.168883139160869	0.681106310544976	0.852527053349767	FALSE
"hsa-miR-31-5p"	0.0780745271886793	12.7328279786765	0.167528561130553	0.682317659017783	0.852527053349767	FALSE
"hsa-miR-668-3p"	0.203920988207487	1.65323687329555	0.163642489552366	0.685824867681596	0.854571892394594	FALSE
"hsa-let-7g-3p"	-0.135049271166749	1.44603702788904	0.162438277390934	0.68692150378246	0.854571892394594	FALSE
"hsa-miR-501-3p"	-0.0942971241136167	3.45179284222114	0.157324441405359	0.691631880403387	0.858577506707653	FALSE
"hsa-miR-505-5p"	0.0841340492337006	4.70793385768757	0.150876444011061	0.697699200180496	0.863769333988372	FALSE
"hsa-miR-12136"	-0.110739224945158	8.44243177055813	0.149709228642365	0.698813384789204	0.863769333988372	FALSE
"hsa-miR-296-3p"	-0.238958955420411	4.41094691021656	0.141503672258487	0.706790711093192	0.871758992697384	FALSE
"hsa-miR-671-3p"	0.0803979956115291	3.71840457301283	0.137506827251988	0.710772251858756	0.874504701160922	FALSE
"hsa-miR-151a-5p"	0.0715103649106934	8.85407953614582	0.136234693058473	0.712053307021653	0.874504701160922	FALSE
"hsa-miR-214-3p"	0.0855832545556749	4.60879304021701	0.129791955979385	0.718647843629177	0.879402568224764	FALSE
"hsa-miR-877-3p"	-0.152672758924704	1.58554464708154	0.129361663312154	0.719094808392125	0.879402568224764	FALSE
"hsa-miR-132-5p"	-0.0935325928531237	3.70541458420115	0.123220275508665	0.72556774983403	0.884913286628217	FALSE
"hsa-miR-2682-3p"	-0.110725762739528	3.90907483408225	0.122187862764757	0.726673584331852	0.884913286628217	FALSE
"hsa-miR-6720-3p"	0.159942771403732	0.984312107443417	0.119714981927252	0.72934382038786	0.885430554099567	FALSE
"hsa-miR-345-3p"	-0.167365306784043	0.86237319646223	0.116842740797459	0.732484344548178	0.885430554099567	FALSE
"hsa-miR-377-3p"	0.106822444242768	4.18010031716461	0.116086464757609	0.733318417589873	0.885430554099567	FALSE
"hsa-miR-656-3p"	-0.163347537574413	1.80629583012849	0.114874608048998	0.734661282350906	0.885430554099567	TRUE
"hsa-miR-490-5p"	0.282055401902588	1.51858141906431	0.114763871287382	0.734784383436793	0.885430554099567	FALSE
"hsa-miR-181d-5p"	-0.0765682828191017	3.74619601912009	0.112377348950421	0.737453622782511	0.886791830318845	FALSE
"hsa-miR-2278"	0.127002988621969	1.01438381376459	0.109657432810496	0.740534481159792	0.888641377391751	FALSE
"hsa-miR-548ay-3p"	-0.131545861998736	1.0068633780614	0.105147771342687	0.745737437282992	0.893024457120589	FALSE
"hsa-miR-217-5p"	-0.122032295064751	1.20553948098247	0.102829031298358	0.74846074127853	0.894426114058991	FALSE
"hsa-miR-193a-3p"	0.138322158900634	0.644891821567265	0.0991490240928883	0.752853238027649	0.897812557150986	FALSE
"hsa-miR-106b-5p"	-0.0707517321953499	3.90602741531284	0.0973045864118829	0.755088531123342	0.898601313063045	FALSE
"hsa-let-7f-5p"	0.0459524199206633	15.577875915219	0.0960398165993865	0.756634786172876	0.898601313063045	FALSE
"hsa-miR-758-5p"	-0.142985858814892	1.74458973794596	0.0931296892389772	0.760235481490822	0.901019829915049	FALSE
"hsa-miR-1293"	0.0910074519742789	1.71795745737388	0.0883387266114459	0.766299840194265	0.904232797985272	FALSE
"hsa-miR-1270"	0.0755651036217434	3.02061098165617	0.0881616157975071	0.766527420220568	0.904232797985272	FALSE
"hsa-miR-381-5p"	0.132899816095897	0.9437365166763	0.0859669107219041	0.769368409869948	0.904232797985272	TRUE
"hsa-miR-1180-3p"	-0.0701919439162269	4.67872251956468	0.0851625985647768	0.770419423539163	0.904232797985272	FALSE
"hsa-miR-27a-5p"	-0.134317085686802	4.16041662365835	0.0848756672338151	0.77079566633814	0.904232797985272	FALSE
"hsa-miR-3605-5p"	0.0849048753737218	1.38855266220722	0.0807163361168521	0.776328991381514	0.907990894324516	FALSE
"hsa-miR-3661"	0.10169638460403	0.743287591653178	0.0797293531256433	0.777664518480735	0.907990894324516	FALSE
"hsa-miR-487a-3p"	0.108369291947652	1.68448252048569	0.0789478833770234	0.778728301729707	0.907990894324516	FALSE
"hsa-miR-6511a-3p"	-0.101529142946269	3.23736664164502	0.0757062229681358	0.783202813229277	0.909227349061089	FALSE
"hsa-miR-383-5p"	-0.104843326891993	1.40011825901575	0.0745491176177944	0.784824894565288	0.909227349061089	FALSE
"hsa-miR-339-3p"	0.0606822343511678	5.68873447648209	0.0742924032972265	0.785186598320084	0.909227349061089	FALSE
"hsa-miR-504-5p"	0.0740075922549065	3.71527730855026	0.0726824968923552	0.787470373519272	0.909227349061089	FALSE
"hsa-miR-671-5p"	0.0573129131456128	7.09469366504132	0.0725347400737295	0.787681331912298	0.909227349061089	FALSE
"hsa-miR-874-5p"	-0.0750152565634537	3.03729352857225	0.0702894464830592	0.790915811843896	0.910919251255466	FALSE
"hsa-miR-33a-5p"	-0.124956787910547	0.834962552086993	0.0692188924428576	0.792477484477287	0.910919251255466	FALSE
"hsa-miR-299-3p"	-0.0733841371812476	5.18076747797278	0.0674496736656036	0.795086899812383	0.910919251255466	FALSE
"hsa-miR-654-5p"	0.113309827954178	0.384748257093702	0.0671900445165705	0.795472887815103	0.910919251255466	TRUE
"hsa-miR-664a-3p"	0.068431893811301	4.64387006392749	0.0645082842886993	0.799507292385512	0.912231205123404	FALSE
"hsa-miR-296-5p"	-0.0569486212803026	3.98131443650318	0.064325142712343	0.799786039214096	0.912231205123404	FALSE
"hsa-miR-3179"	0.198462157975097	1.46673533420424	0.062472718795533	0.802629548615337	0.913665256921807	FALSE
"hsa-miR-548h-5p"	-0.215122838215012	1.53247860261603	0.0603684375273055	0.805914554863325	0.915595233927565	FALSE
"hsa-miR-302a-3p"	0.0952027173574978	1.6285060200885	0.0590623863387263	0.807984061244599	0.916139408025372	FALSE
"hsa-miR-320d"	0.0545491548274247	4.15622712383745	0.0568821341749906	0.811493503661279	0.918310919663844	FALSE
"hsa-miR-302a-5p"	0.0806906816047473	4.11319568629201	0.0539106977537589	0.816392950352367	0.922043802750909	FALSE
"hsa-miR-641"	-0.0710923544998623	1.76775272672434	0.0492986690004118	0.824288166241495	0.926436473645294	FALSE
"hsa-miR-23b-3p"	0.0368367282350936	12.1411862190426	0.0478227427869626	0.826896122763986	0.926436473645294	FALSE
"hsa-miR-6516-3p"	0.0934661392060553	1.07976584436516	0.0475409658045294	0.827398795716787	0.926436473645294	FALSE
"hsa-miR-1185-2-3p"	-0.0801231206773709	2.61446354774181	0.0473238451908538	0.827787191070745	0.926436473645294	FALSE
"hsa-miR-369-5p"	-0.0509190956942209	7.88712393462947	0.0464619194782201	0.829338322188487	0.926436473645294	FALSE
"hsa-miR-889-3p"	-0.0549902843307487	5.80446485379452	0.0451319987633676	0.831761496271289	0.926436473645294	FALSE
"hsa-miR-431-5p"	-0.0583338933344524	6.41886660698148	0.0442161918862167	0.833451902575591	0.926436473645294	FALSE
"hsa-miR-424-5p"	-0.0625254707288263	4.72399423648111	0.0427209709626384	0.836251561662426	0.926436473645294	FALSE
"hsa-miR-3199"	0.155396653790915	0.447955398949461	0.0425116518469544	0.836647545400422	0.926436473645294	TRUE
"hsa-miR-34b-3p"	0.0725111859411036	2.89994285624385	0.0419712362361864	0.837674611147668	0.926436473645294	FALSE
"hsa-miR-193b-3p"	-0.0535685485341532	3.71354784409141	0.0416351385380285	0.838316846726243	0.926436473645294	FALSE
"hsa-miR-338-3p"	-0.103411951304157	1.32582789915524	0.0409766220197092	0.839583054241048	0.926436473645294	FALSE
"hsa-miR-1277-5p"	0.0446277580069308	4.62372774554936	0.0384278284138464	0.844586550131254	0.926595025238365	FALSE
"hsa-miR-6770-3p"	0.184606721708583	0.38331684877081	0.0382069885319236	0.84502808951865	0.926595025238365	TRUE
"hsa-miR-130b-3p"	-0.0406734676179677	6.79845432579387	0.0380394001463671	0.845364044638647	0.926595025238365	FALSE
"hsa-miR-25-3p"	-0.0390628277334349	10.5738430754433	0.0376431619586128	0.846161429297535	0.926595025238365	FALSE
"hsa-miR-545-3p"	-0.0663095897236658	1.42362115267503	0.0356708507379766	0.850196836118438	0.929247395833435	FALSE
"hsa-miR-3605-3p"	-0.0401421748353643	3.80089854161869	0.0326137453865203	0.85668723820921	0.933637985645597	FALSE
"hsa-miR-30c-1-3p"	-0.0432543113809755	3.08612133292666	0.0322157648294601	0.857554926756351	0.933637985645597	FALSE
"hsa-miR-551b-5p"	0.089161867624474	0.437694251349494	0.0315239012143911	0.8590766187364	0.933637985645597	TRUE
"hsa-miR-484"	-0.0461530806847161	3.41841863979041	0.028912566624677	0.864981072631131	0.938284553362582	FALSE
"hsa-miR-376b-3p"	-0.0507560846697354	4.30070349450509	0.0254392915918302	0.873277325216847	0.945503269407714	FALSE
"hsa-miR-27a-3p"	0.029881616180552	11.7921916774049	0.0235191371206156	0.878114779071704	0.948438548603268	FALSE
"hsa-let-7e-3p"	-0.0314705743248117	4.18384101806206	0.0230675389696411	0.879281571100946	0.948438548603268	FALSE
"hsa-miR-221-3p"	-0.0222715122539117	14.42387701391	0.0219562818938357	0.882203459402888	0.949509817094413	FALSE
"hsa-miR-542-5p"	-0.047874899023324	1.8334725891361	0.0214455703327308	0.883571635351745	0.949509817094413	FALSE
"hsa-miR-224-5p"	0.027785813689128	8.50593749600911	0.0200739138745636	0.887330845658412	0.9517738679688	FALSE
"hsa-miR-379-5p"	0.02683311239914	10.1077067862415	0.0180369517155148	0.893163994024707	0.956249926688162	FALSE
"hsa-miR-505-3p"	-0.0253531577209368	6.19267170295634	0.0173841335142768	0.89510380428875	0.956548777867013	FALSE
"hsa-let-7g-5p"	-0.0198106534919175	11.8207916243019	0.0156537380872805	0.900432587855718	0.960461427046099	FALSE
"hsa-miR-9-5p"	-0.0332495938055216	2.96393189014932	0.013408582582664	0.907814669150791	0.965955706708544	FALSE
"hsa-miR-486-5p"	0.0241384480933832	7.12072524811987	0.0130825188164749	0.908937487909776	0.965955706708544	FALSE
"hsa-miR-412-3p"	-0.0810034164893158	0.289964668277575	0.0115699843101309	0.914341664928185	0.969706671095863	TRUE
"hsa-miR-4485-3p"	-0.0899041789202153	5.19438191766364	0.0111688407023927	0.915834078257204	0.969706671095863	FALSE
"hsa-miR-744-3p"	-0.0252741095763661	2.12658978743483	0.00867368077776054	0.925798220650084	0.977324208109582	FALSE
"hsa-miR-6720-5p"	-0.040067939047036	1.46309760102067	0.00852807108457654	0.926421905603874	0.977324208109582	FALSE
"hsa-miR-570-3p"	0.0398068119709828	0.913123968085966	0.00755831371644611	0.930720346800306	0.980063838678201	FALSE
"hsa-miR-4485-5p"	0.0352520695605127	2.37802018593047	0.00609985334009444	0.937747267988989	0.984798102541189	FALSE
"hsa-miR-103a-3p"	0.0113407021832801	13.9195617645955	0.00592664887068395	0.938635691484571	0.984798102541189	FALSE
"hsa-miR-493-5p"	0.0154448626710528	7.56502220899462	0.00469875779747131	0.94534982080844	0.986620215211955	FALSE
"hsa-miR-874-3p"	-0.0165241714583822	4.85354032877166	0.00431496297099621	0.947625925642635	0.986620215211955	FALSE
"hsa-miR-574-5p"	0.0146531651778841	3.78661936262747	0.00374698517397043	0.951189877149283	0.986620215211955	FALSE
"hsa-miR-197-3p"	-0.0140180283411797	6.3246835715358	0.00366351235751239	0.951735947715512	0.986620215211955	FALSE
"hsa-let-7i-3p"	-0.0156043946263557	5.9964815683461	0.00323419806449454	0.954648743998886	0.986620215211955	FALSE
"hsa-miR-1271-5p"	0.0150557355570191	4.90990907034065	0.00309569601558213	0.9556294116076	0.986620215211955	FALSE
"hsa-miR-1260b"	0.0198548523642211	2.2891545642227	0.00266218478168589	0.958850316562203	0.986620215211955	FALSE
"hsa-miR-151b"	-0.0128475052235888	3.51810798933388	0.00253067989044009	0.959878651385944	0.986620215211955	FALSE
"hsa-miR-490-3p"	0.0441185474290274	2.03291146826288	0.00247573301713722	0.960316241700917	0.986620215211955	FALSE
"hsa-miR-378d"	0.0337728923150561	0.249347475076649	0.00244990291995251	0.960523631146438	0.986620215211955	TRUE
"hsa-miR-664b-3p"	-0.0172526212557554	2.42551022438465	0.00235082816304111	0.961329447948066	0.986620215211955	FALSE
"hsa-miR-410-3p"	-0.0188179122279533	1.04442423196771	0.00224832260287555	0.962181294423296	0.986620215211955	TRUE
"hsa-miR-6859-5p"	0.0226738193931914	1.27520777277787	0.00219408972411994	0.962639862758887	0.986620215211955	FALSE
"hsa-miR-148b-3p"	-0.00845458563668444	9.79018278521386	0.00181855132382225	0.965984941085606	0.988290099583142	FALSE
"hsa-miR-155-5p"	-0.00730541623434507	9.43148440339185	0.00128938590934524	0.971355700857586	0.988565424453912	FALSE
"hsa-miR-302b-3p"	-0.0145641889943085	3.61303712207485	0.00125398907937679	0.971751448755164	0.988565424453912	FALSE
"hsa-miR-6859-3p"	-0.0176542036366806	0.0672477152637094	0.00118470655008984	0.972542580996733	0.988565424453912	TRUE
"hsa-miR-1267"	0.0127077580965294	0.906412094504632	0.00104983600498354	0.974152127145404	0.988565424453912	FALSE
"hsa-miR-98-3p"	-0.00843412972451897	3.29460772264008	0.000984797077140165	0.974965313362409	0.988565424453912	FALSE
"hsa-miR-141-3p"	0.00898457384869179	1.32784037275999	0.000722830143677022	0.978551058165934	0.988565424453912	FALSE
"hsa-miR-5701"	0.0112086055982606	0.581645022340088	0.000569877541651387	0.980954622510791	0.988565424453912	FALSE
"hsa-miR-423-3p"	-0.00411905401939685	8.36925316944436	0.000501103806755054	0.982140567996784	0.988565424453912	FALSE
"hsa-miR-376a-5p"	0.00741551087091271	3.81971160859794	0.000496934298896079	0.982215011857177	0.988565424453912	FALSE
"hsa-miR-93-5p"	0.0041553123304629	11.0471050087831	0.000432043178534514	0.983416646201548	0.988565424453912	FALSE
"hsa-miR-9-3p"	-0.00722709211546379	1.39428701734693	0.000326831678146178	0.985576240344898	0.989010303900106	FALSE
"hsa-miR-31-3p"	0.00235371074841368	6.26525895507473	0.000145577630802585	0.990373313079029	0.992095701449602	FALSE
"hsa-miR-1306-5p"	-0.00276851521781871	2.72089063630557	6.46710595395561e-05	0.993583615683669	0.993583615683669	FALSE
