"genes"	"logFC"	"logCPM"	"LR"	"PValue"	"FDR"	"unique"
"hsa-miR-122-5p"	3.88950985722435	8.01422944110907	72.5064406970236	1.66487713434469e-17	9.58969229382541e-15	FALSE
"hsa-miR-146b-5p"	-1.18918140246106	7.69900058554852	38.5135610753228	5.43745484034351e-10	1.56598699401893e-07	FALSE
"hsa-miR-99a-5p"	-1.13531643311597	7.59742668043698	31.9515153212978	1.580690185579e-08	3.03492515631168e-06	FALSE
"hsa-miR-223-3p"	2.9916053083437	0.876780915234866	26.1769451750123	3.1151966082858e-07	4.48588311593156e-05	TRUE
"hsa-miR-184"	2.09894598832627	0.591860678148213	25.1431319508686	5.32288866853056e-07	6.13196774614721e-05	FALSE
"hsa-miR-3065-5p"	1.74823811220611	4.664400025218	24.7618849319291	6.48675804770369e-07	6.22728772579554e-05	FALSE
"hsa-miR-451a"	3.06661380427569	-0.410753834454345	23.0553233769123	1.57406078315941e-06	0.000129522715871403	TRUE
"hsa-miR-23a-5p"	1.33530777735687	2.54123903228838	21.6542416552235	3.26487245364021e-06	0.000220890151458227	FALSE
"hsa-miR-15a-5p"	-0.847821942477303	7.62626034758887	21.5476749548037	3.4514086165348e-06	0.000220890151458227	FALSE
"hsa-miR-1275"	1.6074030112479	2.69390724875014	20.9061933454103	4.82332597563851e-06	0.000277823576196778	FALSE
"hsa-miR-181b-5p"	0.84679292182543	8.33383234718728	19.1122663704479	1.23250199576537e-05	0.000604811292384408	FALSE
"hsa-miR-660-5p"	-1.10506709622233	6.98270505414756	19.0701190548499	1.26002352580085e-05	0.000604811292384408	FALSE
"hsa-miR-6724-5p"	1.68099595783705	2.64079336139352	18.7347675800643	1.50218475954074e-05	0.000665583401150357	FALSE
"hsa-miR-204-5p"	-1.00292993665162	6.47068635235642	17.1596625739127	3.43656801364896e-05	0.00141390226847272	FALSE
"hsa-miR-210-3p"	0.86964050718757	6.62243964404495	16.4118888937187	5.09645687127821e-05	0.00195703943857083	FALSE
"hsa-miR-183-5p"	1.65353166388118	3.1084480016389	15.7363853745391	7.28100698011374e-05	0.00262116251284095	FALSE
"hsa-miR-142-5p"	1.79433406949089	0.330245493602143	15.5587730495317	7.99796482602526e-05	0.00270989867046503	TRUE
"hsa-miR-3065-3p"	1.63401490815163	1.9933399926805	15.1287330550804	0.000100423155835981	0.00321354098675139	FALSE
"hsa-miR-6529-5p"	3.75331932353849	-0.0227521176831361	13.7321432198487	0.000210815479365832	0.00639103769024838	TRUE
"hsa-miR-378a-3p"	-0.803346284925553	6.5122060870249	13.1044064840572	0.000294601996136431	0.00848453748872922	FALSE
"hsa-miR-708-5p"	0.854981213213994	8.22538809688228	12.8995277530788	0.000328665049389769	0.00901481278326224	FALSE
"hsa-miR-19b-3p"	-0.755266961091094	8.98664055431742	12.7970166625162	0.000347172538239338	0.00908960827390266	FALSE
"hsa-miR-218-5p"	-0.692895852688477	11.1292348052128	12.3996047967613	0.00042942472303553	0.0103528269908227	FALSE
"hsa-miR-101-3p"	-0.693320051627015	10.8844565455271	12.3911747033324	0.000431367791284277	0.0103528269908227	FALSE
"hsa-miR-24-2-5p"	0.747219254207552	3.78868513514315	11.807342746482	0.000589975763175768	0.0135930415835697	FALSE
"hsa-miR-129-5p"	0.878824592521757	5.08237125420716	11.3305583191314	0.000762419750319191	0.0168905298532252	FALSE
"hsa-miR-30b-5p"	-0.73019401756377	7.29717608676461	10.9347562201981	0.000943769022786038	0.0201337391527688	FALSE
"hsa-miR-335-5p"	-1.02805262276804	9.87769353070579	10.8133911963415	0.00100768551754127	0.0207295306465633	FALSE
"hsa-miR-20a-5p"	-0.622116727329028	8.47150486415696	10.6888036979863	0.0010778588477093	0.0214085067682951	FALSE
"hsa-miR-29b-3p"	-0.803310009372951	13.9821895775669	10.5376059162718	0.00116969839368663	0.0224582091587832	FALSE
"hsa-miR-452-3p"	-0.789889279701215	2.98292351999592	10.4372542183496	0.00123498727621526	0.0229468603580642	FALSE
"hsa-miR-551a"	-1.80532854693379	1.58362071544616	10.1548197972693	0.00143924463621556	0.0258809492284729	TRUE
"hsa-miR-10395-5p"	1.23870670199923	7.1173095264441	10.0999136537428	0.00148276271621459	0.0258809492284729	FALSE
"hsa-miR-10395-3p"	1.23749614691415	7.11593983621633	9.99773057976873	0.00156733255283311	0.0265524573656433	FALSE
"hsa-miR-146b-3p"	-1.15536193298623	1.95684941180582	9.71629323308644	0.00182641514227193	0.0298993015892498	FALSE
"hsa-miR-19a-3p"	-0.725399149056765	5.50326723027242	9.67422937480327	0.00186870634932811	0.0298993015892498	FALSE
"hsa-let-7e-5p"	0.526102108128465	12.9796328736379	9.61087308779838	0.00193428657720194	0.0301121369856303	FALSE
"hsa-miR-99b-3p"	0.616974607867557	6.77521163719165	9.49990178279077	0.00205482896502969	0.031053715934733	FALSE
"hsa-miR-182-5p"	1.24995544625582	4.25785286054901	9.43934317875773	0.00212379541057113	0.031053715934733	FALSE
"hsa-miR-335-3p"	-1.03354664585288	4.3520462451762	9.4017529613783	0.00216778083246278	0.031053715934733	FALSE
"hsa-miR-125a-3p"	0.643708150320365	4.76850861813738	9.36604390104625	0.0022104207522987	0.031053715934733	FALSE
"hsa-miR-195-5p"	-0.654913712964118	6.51922043240439	9.2816463623586	0.00231461297985091	0.0317432637236696	FALSE
"hsa-miR-378c"	-1.00830876620861	2.07532100625924	9.17025084210479	0.00245980851953561	0.0323939100488508	FALSE
"hsa-miR-29a-3p"	-0.488669801261965	14.2371628680438	9.15932758587383	0.00247453479539833	0.0323939100488508	FALSE
"hsa-miR-340-5p"	-0.686827585061608	6.49357206884138	8.98684428904125	0.00271930196714937	0.034807065179512	FALSE
"hsa-miR-9985"	-0.810111274097289	1.93639704465376	8.82530869466062	0.00297081133308224	0.037199724518595	FALSE
"hsa-miR-642a-5p"	1.72789337561217	0.558773110040896	8.64154203628757	0.0032858319725648	0.0402689194935601	FALSE
"hsa-miR-502-3p"	-0.61584305227392	4.95116432589646	8.48083230435452	0.00358907860352439	0.0430689432422926	FALSE
"hsa-miR-495-3p"	0.779539891625606	3.73954741387934	8.30923575043812	0.00394439849681452	0.0456776994042494	FALSE
"hsa-miR-29c-3p"	-0.720996334894675	10.8622068197074	8.29973880458351	0.00396507807328553	0.0456776994042494	FALSE
"hsa-miR-146a-5p"	0.838633525358786	11.3882430074177	8.15815934931816	0.00428678562802261	0.0484154612106083	FALSE
"hsa-miR-432-5p"	0.617948498834508	9.59455649777358	8.09754984117872	0.00443251366836847	0.0490986129419277	FALSE
"hsa-miR-10401-3p"	0.754460043161981	4.18348149973186	8.01425524917558	0.00464105559786392	0.050185917641769	FALSE
"hsa-miR-1179"	-0.749759477776158	2.24797108067719	7.9810945970133	0.00472683532560401	0.050185917641769	FALSE
"hsa-miR-549a-3p"	-0.983798047089118	1.27774861502787	7.95628849448264	0.00479205810815502	0.050185917641769	FALSE
"hsa-miR-651-5p"	-1.18388631368808	1.63244981775991	7.91080926063156	0.00491402820453654	0.0505442901038044	FALSE
"hsa-miR-502-5p"	-0.935289040129293	1.24649926816614	7.8752678666957	0.00501154474849147	0.0506429785110717	FALSE
"hsa-miR-744-5p"	0.534005908866673	7.85028263066925	7.80007477642459	0.00522440723302627	0.0518837683831574	FALSE
"hsa-miR-26a-1-3p"	-0.717262451799232	3.78428202911396	7.7408944267215	0.0053984055141289	0.0520664345627107	FALSE
"hsa-miR-99b-5p"	0.470564747739276	11.6515951321682	7.70775381775218	0.00549841268447387	0.0520664345627107	FALSE
"hsa-miR-543"	0.838320815619481	3.86994862216405	7.70265040990271	0.00551398004917596	0.0520664345627107	FALSE
"hsa-miR-18a-5p"	-0.666102202478541	4.35488701106442	7.53043447926335	0.00606652753667463	0.056359997760074	FALSE
"hsa-miR-26a-5p"	-0.436098679277819	13.6713577465688	7.43885018899709	0.0063830657942921	0.0583594586906706	FALSE
"hsa-miR-378a-5p"	-0.570966224619406	4.69219464660901	7.36721203075484	0.0066423837981849	0.0597814541836641	FALSE
"hsa-miR-532-5p"	-0.497597071114284	8.04301983218473	7.2633471230609	0.00703760073238884	0.0621152585005833	FALSE
"hsa-miR-181a-5p"	0.479421426126702	9.9644309384791	7.24310643710567	0.0071173733698585	0.0621152585005833	FALSE
"hsa-miR-6716-3p"	0.942284249950026	0.700563689404089	7.02129485389927	0.00805459630675701	0.0692454846670453	FALSE
"hsa-miR-1307-3p"	0.461825779390552	7.13420608944381	6.77003186917096	0.00927011795074071	0.0776313530315535	FALSE
"hsa-miR-10401-5p"	1.08704597200851	2.23193004615558	6.7643672466495	0.00929958916523818	0.0776313530315535	FALSE
"hsa-miR-362-5p"	-0.534406840611459	4.65288794927704	6.57364609205997	0.010349970381397	0.0849838006419029	FALSE
"hsa-miR-3679-5p"	0.918923797845078	1.74748538922786	6.55220367197061	0.010475433759679	0.0849838006419029	FALSE
"hsa-miR-142-3p"	0.934952639699457	1.37650029532469	6.36141992842622	0.0116628172353284	0.0933025378826276	FALSE
"hsa-miR-181a-2-3p"	0.565438712079517	6.5863767800093	6.31838563989549	0.0119492367751919	0.0940707371166885	FALSE
"hsa-miR-412-5p"	1.12349746151621	5.40593724404772	6.29828607139745	0.0120854766434635	0.0940707371166885	FALSE
"hsa-miR-139-5p"	1.45317806035798	1.21261011932233	6.24703795824689	0.0124401163247273	0.0949842110057059	FALSE
"hsa-miR-548a-3p"	-0.599166447714567	4.60182302083467	6.23391451292514	0.0125326389521417	0.0949842110057059	FALSE
"hsa-miR-4683"	-1.40230151434274	0.0787111672838098	6.18415209402905	0.0128899453443398	0.0964234872511653	TRUE
"hsa-miR-574-3p"	0.422057465116259	10.0177832427065	5.87870939589773	0.0153250510121694	0.113169607474482	FALSE
"hsa-miR-29c-5p"	-0.491841887271437	7.8429179330752	5.75820803761508	0.0164118015420002	0.11966073023028	FALSE
"hsa-miR-139-3p"	1.50249636141699	0.276783119776303	5.64135609186361	0.0175416341054969	0.126299765559578	TRUE
"hsa-miR-374a-3p"	-0.542030800919386	5.15240991841943	5.4602592459893	0.0194537602945333	0.137753930595067	FALSE
"hsa-miR-181b-3p"	0.839186828765291	2.39501750225457	5.44621211744778	0.0196108026194366	0.137753930595067	FALSE
"hsa-miR-21-5p"	-0.371183267235707	15.5132549165717	5.37865097789199	0.0203846345400397	0.141464451747745	FALSE
"hsa-miR-2116-5p"	-0.810216022363782	1.51415746267538	5.34454368699725	0.0207872235368717	0.142540961395692	FALSE
"hsa-miR-1-3p"	-0.63275000249741	6.49408807195378	5.19751267540318	0.0226192324261389	0.153278563264189	FALSE
"hsa-miR-1294"	0.76630562975203	1.67438717916656	5.04275520040395	0.0247291288880909	0.165627653948144	FALSE
"hsa-miR-584-5p"	0.448760832894495	5.84092700325961	4.97915575471121	0.0256544996131546	0.169850480197437	FALSE
"hsa-miR-7706"	0.64242312332115	2.84687554262365	4.94728795022717	0.026131630398912	0.170270659809052	FALSE
"hsa-miR-500b-5p"	-0.484371209703961	3.89181271006237	4.93558329031255	0.0263091818107737	0.170270659809052	FALSE
"hsa-miR-30d-3p"	-0.556234944400789	2.45204065987407	4.77246380620337	0.0289184122305479	0.182000542608427	FALSE
"hsa-miR-125a-5p"	0.360770285123893	13.608173828702	4.75111388414587	0.0292793357505736	0.182000542608427	FALSE
"hsa-miR-365a-5p"	0.676203373616254	1.51895410647845	4.74742229286684	0.0293422168271055	0.182000542608427	FALSE
"hsa-miR-34b-5p"	-0.78641291340385	2.63570747521682	4.74313378715242	0.0294154421545295	0.182000542608427	FALSE
"hsa-miR-320a-3p"	0.3511012171377	9.64211656490475	4.71422338760225	0.0299140747225023	0.182000542608427	FALSE
"hsa-miR-516a-5p"	1.87964952280159	0.107368830155763	4.70829257739194	0.0300174506038204	0.182000542608427	TRUE
"hsa-miR-193b-5p"	0.521929505973537	4.4138136205546	4.68494438757775	0.0304280485249614	0.182568291149768	FALSE
"hsa-miR-585-3p"	-0.87537999333908	3.13491486622262	4.5620979302221	0.0326870098599805	0.194100182261327	FALSE
"hsa-miR-181a-3p"	0.445839099101334	6.30699879178036	4.53001736473954	0.0333052797775926	0.195753481141769	FALSE
"hsa-miR-21-3p"	0.543698076166586	8.46286248366295	4.50228197753958	0.0338496523403865	0.196943431798612	FALSE
"hsa-miR-200c-3p"	0.76806984560825	2.99597463558723	4.4844825174874	0.0342038999578114	0.197014463756993	FALSE
"hsa-miR-374b-5p"	-0.491647586142953	7.53070772840463	4.44627652935755	0.0349774314960675	0.199475252888464	FALSE
"hsa-miR-500b-3p"	-0.830907166809073	0.539396043516761	4.41646097275623	0.0355937865973036	0.201000206667126	FALSE
"hsa-miR-218-1-3p"	-0.696390879034766	3.84878107447509	4.39459475279851	0.03605302697042	0.201616927523902	FALSE
"hsa-let-7d-3p"	0.528474884208734	6.00381862885116	4.36817211231112	0.0366162500208881	0.20279769242338	FALSE
"hsa-miR-500a-5p"	-0.448756957151048	3.92133265786499	4.2959198029591	0.038203925503683	0.209575819905918	FALSE
"hsa-miR-15a-3p"	-0.88274124158896	0.791593797591709	4.27494421607967	0.0386782334376967	0.210176060944465	FALSE
"hsa-miR-143-5p"	0.405402543332489	8.99296038424796	4.19646581141175	0.0405083190118016	0.218063474306521	FALSE
"hsa-miR-143-3p"	-0.336907910209503	13.9696236058445	4.13935107245788	0.0418972278629586	0.223451881935779	FALSE
"hsa-miR-326"	-0.913083088151708	2.54086375873022	4.11822229053573	0.0424236353054336	0.224183614091099	FALSE
"hsa-miR-16-5p"	-0.33115959298787	15.1957959519566	4.07279087391726	0.0435792156420858	0.226924832683356	FALSE
"hsa-miR-93-3p"	-0.456547691794276	4.1118893567268	4.03866240737957	0.0444690547352323	0.226924832683356	FALSE
"hsa-miR-497-5p"	-0.500289315857873	5.59659626430444	4.02875050946661	0.0447310583357245	0.226924832683356	FALSE
"hsa-miR-409-3p"	0.437807918302688	10.6646092575755	4.02306324100954	0.044882124641175	0.226924832683356	FALSE
"hsa-miR-3117-3p"	-0.534366549077162	3.00028686367991	4.02193314210897	0.0449122064685809	0.226924832683356	FALSE
"hsa-miR-5187-5p"	0.763985653604825	0.514684406881725	3.9983595281148	0.0455445719388135	0.228118899450057	TRUE
"hsa-miR-20a-3p"	-0.649675174622804	2.1742685493859	3.91325581698344	0.0479067023469134	0.237881556481225	FALSE
"hsa-miR-3187-3p"	0.796654578583913	0.640644746953281	3.85323132700105	0.0496502488593575	0.240012927536714	FALSE
"hsa-miR-125b-2-3p"	-0.515858292731843	4.09766861704103	3.85032704944502	0.049736291619898	0.240012927536714	FALSE
"hsa-miR-590-3p"	-0.52823296976086	7.04250276359678	3.83710446460847	0.0501300228715056	0.240012927536714	FALSE
"hsa-miR-136-3p"	-0.572413212964173	6.00480956243189	3.83022442508297	0.0503361924880494	0.240012927536714	FALSE
"hsa-miR-185-3p"	0.44978652258735	3.00495834653575	3.82745674381616	0.0504193823471222	0.240012927536714	FALSE
"hsa-miR-28-5p"	-0.483703187968901	5.05513220496895	3.7926939744107	0.0514767347703909	0.24257271176269	FALSE
"hsa-miR-1296-5p"	0.498534473460753	4.53610647061599	3.78215342343739	0.0518019521146921	0.24257271176269	FALSE
"hsa-miR-769-5p"	-0.359649881216521	6.50552900039731	3.76869005637229	0.0522205143378013	0.24257271176269	FALSE
"hsa-miR-26a-2-3p"	-0.718726669705575	2.92566474840562	3.74436053394086	0.0529859982373127	0.243857305494403	FALSE
"hsa-miR-193a-5p"	0.395483874822913	7.17470603554071	3.73311621481721	0.0533437855769006	0.243857305494403	FALSE
"hsa-miR-708-3p"	1.11415940081904	3.84203747937268	3.68675215962882	0.0548463167503034	0.248751798804525	FALSE
"hsa-miR-92a-3p"	-0.358338892581339	10.4923464057469	3.66698043830937	0.0555006475722479	0.248756184333699	FALSE
"hsa-miR-99a-3p"	-0.662814543088208	3.40869688243825	3.66067613466362	0.0557110204497347	0.248756184333699	FALSE
"hsa-miR-135b-3p"	-1.14808814996066	0.664091541069635	3.64132259622809	0.056362143592257	0.248928014999494	TRUE
"hsa-miR-3156-3p"	-1.49457992401077	-0.0933970387571854	3.63390493529575	0.0566138367446767	0.248928014999494	TRUE
"hsa-miR-411-5p"	-0.426599712398326	9.14068836052279	3.62082773985504	0.0570604768893242	0.248991171880688	FALSE
"hsa-miR-6514-5p"	0.787800057039	0.61384211624122	3.60358817254672	0.0576550037234689	0.249693850712166	FALSE
"hsa-miR-500a-3p"	-0.391966917495738	6.05736495130266	3.53470669605669	0.0600969623333895	0.257064337144602	FALSE
"hsa-miR-499a-5p"	-0.679021876547036	1.3359061725203	3.5225464361329	0.0605393670619698	0.257064337144602	FALSE
"hsa-miR-23b-5p"	0.353464978199452	5.29972597114205	3.51827068583375	0.0606957462702533	0.257064337144602	FALSE
"hsa-miR-107"	-0.314666038157526	8.92907239531533	3.48500975747031	0.0619269962785792	0.260364597492421	FALSE
"hsa-let-7c-5p"	-0.338357218898249	11.1018938333724	3.43370827025407	0.0638785194509742	0.265599928201226	FALSE
"hsa-miR-485-3p"	0.693407038898319	6.51516913458814	3.42813540728864	0.0640944271180042	0.265599928201226	FALSE
"hsa-miR-652-3p"	-0.481033586453777	3.34881844885938	3.39341609633934	0.065457201914573	0.269309630734243	FALSE
"hsa-miR-190b-5p"	0.4789440701251	3.77194276254533	3.3439369981877	0.0674530337483089	0.275552818716496	FALSE
"hsa-miR-320b"	0.365730045516395	5.64139952100457	3.31364509271269	0.0687069350965947	0.278511975102692	FALSE
"hsa-miR-423-5p"	0.331894965985604	8.46546071747432	3.30321411319113	0.0691444660411198	0.278511975102692	FALSE
"hsa-miR-30d-5p"	-0.289067815684396	10.6057929753627	3.24637726092146	0.0715815066068558	0.286326026427423	FALSE
"hsa-miR-17-5p"	-0.37659791012269	6.41747206143584	3.18847296000493	0.074159255875342	0.292102509241064	FALSE
"hsa-miR-122b-5p"	1.1741384058332	2.0102218405723	3.1863553437722	0.0742553949472134	0.292102509241064	FALSE
"hsa-miR-561-5p"	1.10262775647364	0.246153423832442	3.17995035895052	0.0745469945458966	0.292102509241064	TRUE
"hsa-miR-126-3p"	0.329320098546108	8.85554737680579	3.16688374749027	0.075145698600615	0.292458935094286	FALSE
"hsa-miR-941"	0.338292990680372	8.30462724795207	3.11339166234536	0.0776511047278886	0.300181451833985	FALSE
"hsa-miR-30c-5p"	-0.397137683083252	12.1379367827585	3.01277036544278	0.0826109885033197	0.315038792391398	FALSE
"hsa-miR-10527-5p"	0.56621140973783	1.91520906126814	3.00196443906325	0.0831636234530032	0.315038792391398	FALSE
"hsa-miR-1292-5p"	0.538548932555371	1.91720357730472	3.00000692201294	0.0832641609182915	0.315038792391398	FALSE
"hsa-miR-30a-5p"	-0.361624896951391	13.522888955345	2.99189517300107	0.0836821792289651	0.315038792391398	FALSE
"hsa-miR-329-3p"	0.418975390126252	6.98501417888071	2.98111538973229	0.0842412002308169	0.315083969694484	FALSE
